2021,"Development of Air Traffic Control Simulator System Applied in Education and Training","Luu V.T., Hien Ho T.V., Pham M.V.",23521457,"Transportation Research Procedia",56, ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
2021,"A new distributed anomaly detection approach for log IDS management based on deep learning","Koca M., Aydin M.A., Sertbas A., ZaIm A.H.",13000632,"Turkish Journal of Electrical Engineering and Computer Sciences",25, 9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
2021,"Search-Based Planning and Reinforcement Learning for Autonomous Systems and Robotics","Le T., Hung B.T., Van Huy P.",1860949X,"Studies in Computational Intelligence",984, ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
2021,"A Machine Learning Approach for Improving the Movement of Humanoid NAO's Gaits","Baothman F.A.",15308669,"Wireless Communications and Mobile Computing",2021, ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2021,"GMSH-FEM: AN EFFICIENT FINITE ELEMENT LIBRARY BASED ON GMSH","Royer A., Bechet E., Geuzaine C.",26966999,"World Congress in Computational Mechanics and ECCOMAS Congress",1400, ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,4,1,5
2021,"Thermodynamic Analysis Of Carbon Formation Conditions In A Steam Methane Reforming Process","Pashchenko D., Gnutikova M.",03549836,"Thermal Science",25, 5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,2
2021,"Large scale data analysis using MLlib","Ali A.H., Abbod M.N., Khaleel M.K., Mohammed M.A., Sutikno T.",16936930,"Telkomnika (Telecommunication Computing Electronics and Control)",19, 5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,10,11,7,18
2021,"Manual versus semi-automated measurement of geographic atrophy area in eyes with age-related macular degeneration","Mahmoudzadeh R., Salabati M., Khan M.A., Garg S.J., Hsu J.",21642591,"Translational Vision Science and Technology",10, 9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2
2021,"Parallel unstructured mesh adaptation based on iterative remeshing and repartitioning","Cirrottola L., Froehly A.",26966999,"World Congress in Computational Mechanics and ECCOMAS Congress",200, ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,3
2021,"TagNN: A Code Tag Generation Technology for Resource Retrieval from Open-Source Big Data","Zeng L., Guo X., Yang C., Lu Y., Li X.",15308669,"Wireless Communications and Mobile Computing",2021, ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2021,"The Effect of Online Investor Sentiment on Stock Movements: An LSTM Approach","Wang H., Xue L., Du W., Wang F., Li P., Chen L., Ma H.",1860949X,"Studies in Computational Intelligence",985, ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1
2021,"Prediction of the progression from mild cognitive impairment to Alzheimer’s disease using a radiomics-integrated model","Shu Z.-Y., Mao D.-W., Xu Y.-Y., Shao Y., Pang P.-P., Gong X.-Y.",17562856,"Therapeutic Advances in Neurological Disorders",14, ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,5,6,7,13
2021,"Ultraplex: A rapid, flexible, all-in-one fastq demultiplexer","Wilkins O.G., Capitanchik C., Luscombe N.M., Ule J.",2398502X,"Wellcome Open Research",6, ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,3,4
2021,"Free and Open Source Software","Couture S.",,"The Handbook of Peer Production",, ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,2,0,2
2021,"Using TXM platform for research on language changes over time: The dynamics of vocabulary and punctuation in Russian Literary Texts1","Lavrentiev A.M., Sherstinova T.Yu., Chepovskiy A.M., Pincemin B.",19986645,"Vestnik Tomskogo Gosudarstvennogo Universiteta, Filologiya",, 70,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,2
2021,"There is no market for new antibiotics: This allows an open approach to research and development","Todd M.H., Klug D.M., Idiris F.I.M., Blaskovich M.A.T., von Delft F., Dowson C.G., Kirchhelle C., Roberts A.P., Singer A.C.",2398502X,"Wellcome Open Research",6, ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,6,7,8,15
2021,"Information retrieval-based bug localization approach with adaptive attribute weighting","ERSAHIN M., UTKU S., KILINC D., ERSAHIN B.",13000632,"Turkish Journal of Electrical Engineering and Computer Sciences",29, 3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2021,"Design of automation environment for analyzing various iot malware","Lee S., Jeon H., Park G., Youn J.",13303651,"Tehnicki Vjesnik",28, 3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,4,6
2021,"What it takes to make it: profile and characteristics of DIY bio laboratory founders","You W., Valkjarvi M., Ofosu G.",09537325,"Technology Analysis and Strategic Management",33, 10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2,1,3
2021,"Leptospirosis in ruminants in yogyakarta, indonesia: A serological survey with mixed methods to identify risk factors","Widiasih D.A., Lindahl J.F., Artama W.T., Sutomo A.H., Kutanegara P.M., Mulyani G.T., Widodo E., Djohan T.S., Unger F.",24146366,"Tropical Medicine and Infectious Disease",6, 2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,4,0,4
2021,"Using open-source intelligence to identify early signals of COVID-19 in Indonesia","Thamtono Y., Moa A., Macintyre C.R.",20947321,"Western Pacific Surveillance and Response Journal",12, 1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,3,4
2021,"Open source software tools for sequential analysis and comparison of heart rate variability in large cohort studies","Thungtong A.",16863933,"Walailak Journal of Science and Technology",18, 11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2021,"Understanding changes in park visitation during the COVID-19 pandemic: A spatial application of big data","Rice W.L., Pan B.",26665581,"Wellbeing, Space and Society",2, ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,15,22,20,42
2021,"Investigation of defective trees using electric resistivity method","Isseven T., Yilmaz Y., Aydin N.G.",13000985,"Turkish Journal of Earth Sciences",30, 3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2021,"Small-Scale 5G Testbeds for Network Slicing Deployment: A Systematic Review","Esmaeily A., Kralevska K.",15308669,"Wireless Communications and Mobile Computing",2021, ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,11,15,9,24
2021,"SynBiopython: An open-source software library for Synthetic Biology","Yeoh J.W., Swainston N., Vegh P., Zulkower V., Carbonell P., Holowko M.B., Peddinti G., Poh C.L.",19397267,"Synthetic Biology",6, 1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,4,5,4,9
2021,"Hindi Chhattisgarhi Machine Translation System Using Statistical Approach","Pandey V., Padmavati M.V., Kumar R.",1735188X,"Webology",18, 2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,2
2021,"Democratising 'Microscopi': A 3D printed automated XYZT fluorescence imaging system for teaching, outreach and fieldwork","Wincott M., Parton R.M., Jefferson A., Dobbie I.M., Booth M.J., Davis I.",2398502X,"Wellcome Open Research",6, ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,7,9,1,10
2021,"Luox: Novel open-access and open-source web platform for calculating and sharing physiologically relevant quantities for light and lighting","Spitschan M., Mead J., Roos C., Lowis C., Griffiths B., Mucur P., Herf M.",2398502X,"Wellcome Open Research",6, ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,4,3,7
2021,"[Using 2D-hydraulic modelling together with SfM and YouTube to estimate peak discharge, Usando modelado hidráulico en 2D junto con SfM y YouTube para estimar caudal pico]","Giler-Ormaza A., Carrivick J.L., Smith M.W.",01878336,"Tecnologia y Ciencias del Agua",12, 3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2021,"Laboratories for Research on Freight Systems and Planning","Alho A.R., Sakai T., Zhao F., You L., Jing P., Cheah L., Zegras C., Ben-Akiva M.",2365757X,"Urban Book Series",, ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2021,"Determination of the quantitative content of chlorophylls in leaves by ref lection spectra using the random forest algorithm","Urbanovich E.A., Afonnikov D.A., Nikolaev S.V.",25000462,"Vavilovskii Zhurnal Genetiki i Selektsii",25, 1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,3,5
2021,"Digitalization of business processes of enterprises of the ecosystem of industry 4.0: Virtual-real aspect of economic growth reserves","Kraus K., Kraus N., Manzhura O.",11099526,"WSEAS Transactions on Business and Economics",18, ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,9,14,6,20
2021,"Islamic capital in kazakhstan","Nagimova A.Z.",01312227,"World Economy and International Relations",65, 2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2,3
2021,"Green bonds: New trends in the global market and opportunities for russian economy","Kiseleva E.G.",01312227,"World Economy and International Relations",65, 2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2,3
2021,"Evidence of brood parasitism and quantification of rangewide overlap between the Olive Warbler and Brown-headed Cowbird","Williamson J.L., Baumann M.J.",01601121,"Western Birds",52, 1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2021,"A method of counting vehicle with high accuracy using YOLO v3","Lee T.-H., Park Y.-S., Kim Y.-M., Choi D.-H.",12256382,"Transactions of the Korean Society of Automotive Engineers",29, 3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1
2021,"Projecting the course of COVID-19 in Turkey: A probabilistic modeling approach","Acar A.C., Ahmet Gorkem E.R., Burduroglu H.C., Sulku S.N., Aydin Son Y., Akin L., Unal S.",13000144,"Turkish Journal of Medical Sciences",51, 1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,2,1,3
2021,"Engineering graphics for thermal assessment: 3D thermal data visualisation based on infrared thermography, GIS and 3D point cloud processing software","Anton D., Amaro-Mellado J.-L.",20738994,"Symmetry",13, 2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,7,9,2,11
2021,"Computing Temporal Twins in Time Logarithmic in History Length","Bui-Xuan B.-M., Hourcade H., Miachon C.",1860949X,"Studies in Computational Intelligence",944, ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1
2021,"Antiresorptive activity of pharmacological chondroitin sulfate in the older age group","Shavlovskaya O.A., Zolotovskaya I.A., Prokofyeva Yu.S.",00403660,"Terapevticheskii Arkhiv",92, 12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2,3,5
2021,"[Potential for big data analysis using AI in the field of clinical pharmacy, 臨床薬学領域における AI の活用によるビックデータ解析の可能性]","Kiryu Y.",00316903,"Yakugaku Zasshi",141, 2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,2
2021,"The Researcher Toolkit: a preventative, peer-support approach to postgraduate research student mental health","Homer S.R., Solbrig L., Djama D., Bentley A., Kearns S., May J.",23984686,"Studies in Graduate and Postdoctoral Education",12, 1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,4,5,6,11
2021,"Chemical Compositions in Salinity Waterflooding of Carbonate Reservoirs: Theory","Yutkin M.P., Radke C.J., Patzek T.W.",01693913,"Transport in Porous Media",136, 2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,8,1,9
2021,"WUUNet: Advanced fully convolutional neural network for multiclass fire segmentation","Bochkov V.S., Kataeva L.Y.",20738994,"Symmetry",13, 1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,7,9,6,15
2021,"Empirical Flow Rate/Pressure Drop Relationships for Capillaries of Triangular and Rectangular Cross-Sections to be Used in Yield Stress Fluid Porosimetry","Mackaya T.E., Ahmadi-Senichault A., Omari A., Rodriguez de Castro A.",01693913,"Transport in Porous Media",136, 2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,2
2021,"DEVELOPMENT and SENSITIVITY ANALYSIS of AN ONLINE TOOL for EVALUATING DRAINAGE WATER RECYCLING DECISIONS","Reinhart B.D., Frankenberger J.R., Hay C.H., Bowling L.C., Hancock B.G.",21510032,"Transactions of the ASABE",63, 6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,3,0,3
2021,"Procedure for calculating the calcium carbonate precipitation potential (CCPP) in drinking water supply: Importance of temperature, ionic species and open/closed system","Tang C., Godskesen B., Aktor H., van Rijn M., Kristensen J.B., Rosshaug P.S., Albrechtsen H.-J., Rygaard M.",20734441,"Water (Switzerland)",13, 1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,4,1,5
2021,"The simple urban radiation model for estimating mean radiant temperature in idealised street canyons","Fischereit J.",22120955,"Urban Climate",35, ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,5,7,1,8
2021,"ROS Rescue: Fault Tolerance System for Robot Operating System","Kaveti P., Singh H.",1860949X,"Studies in Computational Intelligence",895, ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
2021,"DFTpy: An efficient and object-oriented platform for orbital-free DFT simulations","Shao X., Jiang K., Mi W., Genova A., Pavanello M.",17590876,"Wiley Interdisciplinary Reviews: Computational Molecular Science",11, 1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,12,23,6,29
2021,"Teacher’s Corner: Evaluating Informative Hypotheses Using the Bayes Factor in Structural Equation Models","Van Lissa C.J., Gu X., Mulder J., Rosseel Y., Van Zundert C., Hoijtink H.",10705511,"Structural Equation Modeling",28, 2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,5,9,6,15
2021,"Iran and Hezbollah’s Pre-Operational Modus Operandi in the West","Pop I., Silber M.D.",1057610X,"Studies in Conflict and Terrorism",44, 2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020,"The impact of structure from motion on archaeological fieldwork practice: Experiences of the via consolare project in Pompeii","Anderson M.A.",25741748,"Studies in Digital Heritage",4, 2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1
2020,"ADVANCE database characterisation and fit for purpose assessment for multi-country studies on the coverage, benefits and risks of pertussis vaccinations","Sturkenboom M., Braeye T., van der Aa L., Danieli G., Dodd C., Duarte-Salles T., Emborg H.-D., Gheorghe M., Kahlert J., Gini R., Huerta-Alvarez C., Martin-Merino E., McGee C., de Lusignan S., Picelli G., Roberto G., Tramontan L., Villa M., Weibel D., Titievsky L.",0264410X,"Vaccine",38, ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,4,1,14,0,14
2020,"[Two-dimensional numerical study of effect of magnetic field on laser-driven Kelvin-Helmholtz instability, 磁场对激光驱动Kelvin-Helmholtz不稳定性影响的二维数值研究]","Sun W., An W.-M., Zhong J.-Y.",10003290,"Wuli Xuebao/Acta Physica Sinica",69, 24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,4,1,5
2020,"Optimal allocation of limited test resources for the quantification of COVID-19 infections","Chatzimanolakis M., Weber P., Arampatzis G., Walchli D., Kicic I., Karnakov P., Papadimitriou C., Koumoutsakos P.",14247860,"Swiss Medical Weekly",150, 51,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,3,5,2,7
2020,"Towards Ubiquitous Low-power Image Processing Platforms","Jahre M., Gohringer D., Millet P.",,"Towards Ubiquitous Low-power Image Processing Platforms",, ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1
2020,"Pv monitoring system for a water pumping scheme with a lithium-ion battery using free open-source software and iot technologies","Gimeno-Sales F.J., Orts-Grau S., Escriba-Aparisi A., Gonzalez-Altozano P., Balbastre-Peralta I., Martinez-Marquez C.I., Gasque M., Segui-Chilet S.",20711050,"Sustainability (Switzerland)",12, 24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,6,13,2,15
2020,"A distributed hydrological forecast system and its application in predicting the flood caused by Mangkhut","Hou A., Hu Z., Hu H.",25893025,"Tropical Cyclone Research and Review",9, 4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020,"Object registration using an RGB-D camera for complex product augmented assembly guidance","Yang K., Guo Y., Tang P., Zhang H., Li H.",20965796,"Virtual Reality and Intelligent Hardware",2, 6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,2
2020,"On the Reliable Generation of 3D City Models from Open Data","Girindran R., Boyd D.S., Rosser J., Vijayan D., Long G., Robinson D.",24138851,"Urban Science",4, 4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,9,15,6,21
2020,"Accuracy of tree stem circumference estimation using close range photogrammetry: Does point-based stem disk thickness matter?","Akpo H.A., Atindogbe G., Obiakara M.C., Gbedolo M.A., Laly F.G., Lejeune P., Fonton N.H.",26667193,"Trees, Forests and People",2, ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,4,0,4
2020,"Source code authorship identification using deep neural networks","Kurtukova A., Romanov A., Shelupanov A.",20738994,"Symmetry",12, 12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,5,6,12,3,15
2020,"Bridging the ""gApp"": Improving neural machine translation systems for multiword expression detection","Hidalgo-Ternero C.M., Pastor G.C.",1868632X,"Yearbook of Phraseology",11, 1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,1,3
2020,"DSM: Delayed signature matching in deep packet inspection","Zeng Y., Guo S., Wu T., Zheng Q.",20738994,"Symmetry",12, 12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020,"Tracing real-time transnational hydrologic sensitivity and crop irrigation in the upper rhine area over the exceptional drought episode 2018–2020 using open source sentinel-2 data","Kempf M., Glaser R.",20734441,"Water (Switzerland)",12, 12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,4,6
2020,"Harnessing deep learning algorithms to predict software refactoring","Alenezi M., Akour M., Qasem O.A.",16936930,"Telkomnika (Telecommunication Computing Electronics and Control)",18, 6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,6,9,4,13
2020,"Development of a building occupant survey system with 3d spatial information","Lee J.-W., Kim D.-W., Lee S.-E., Jeong J.-W.",20711050,"Sustainability (Switzerland)",12, 23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,4,3,7
2020,"Pandapipes: An open-source piping grid calculation package for multi-energy grid simulations","Lohmeier D., Cronbach D., Drauz S.R., Braun M., Kneiske T.M.",20711050,"Sustainability (Switzerland)",12, 23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,12,17,11,28
2020,"Deconstructing, Replicating, and Engineering Tissue Microenvironment for Stem Cell Differentiation","Tang S.W., Tong W.Y., Pang S.W., Voelcker N.H., Lam Y.W.",19373368,"Tissue Engineering - Part B: Reviews",26, 6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,4,10,2,12
2020,"Incorporating climate change effects into the European power system adequacy assessment using a post-processing method","Harang I., Heymann F., Stoop L.P.",23524677,"Sustainable Energy, Grids and Networks",24, ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,4,5,2,7
2020,"Distributed manufacturing of after market flexible floating photovoltaic modules","Mayville P., Patil N.V., Pearce J.M.",22131388,"Sustainable Energy Technologies and Assessments",42, ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,9,11,10,21
2020,"A topology of groups: What GitHub can tell us about online collaboration","Zoller N., Morgan J.H., Schroder T.",00401625,"Technological Forecasting and Social Change",161, ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,7,6,13
2020,"A GIS plugin to model the near surface air temperature from urban meteorological networks","Touati N., Gardes T., Hidalgo J.",22120955,"Urban Climate",34, ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,3,2,5
2020,"IPRO+/−: Computational Protein Design Tool Allowing for Insertions and Deletions","Chowdhury R., Grisewood M.J., Boorla V.S., Yan Q., Pfleger B.F., Maranas C.D.",09692126,"Structure",28, 12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,3,3,6
2020,"Correction: Identification and replication of RNA-Seq gene network modules associated with depression severity (Translational Psychiatry, (2018), 8, 1, (180), 10.1038/s41398-018-0234-3)","Le T.T., Savitz J., Suzuki H., Misaki M., Teague T.K., White B.C., Marino J.H., Wiley G., Gaffney P.M., Drevets W.C., McKinney B.A., Bodurka J.",21583188,"Translational Psychiatry",10, 1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020,"Analysis of cost-optimal renewable energy expansion for the near-term jordanian electricity system","Hilpert S., Dettner F., Al-Salaymeh A.",20711050,"Sustainability (Switzerland)",12, 22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,6,7,3,10
