2012,"The deceptively boring PSR J1738+0333","Freire P., Wex N.",,"12th Marcel Grossmann Meeting on Recent Dev. in Theoretical and Experimental General Relativity, Astrophysics and Relativistic Field Theories - Proc. of the MG 2009 Meeting on General Relativity",, ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2012,"Enriched phenomenology in extended palatini theories","Olmo G.J., Sanchis-Alepuz H., Tripathi S.",,"12th Marcel Grossmann Meeting on Recent Dev. in Theoretical and Experimental General Relativity, Astrophysics and Relativistic Field Theories - Proc. of the MG 2009 Meeting on General Relativity",, ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2012,"Method of matched expansions and the singularity structure of the green function","Casals M., Dolan S.R., Ottewill A.C., Wardell B.",,"12th Marcel Grossmann Meeting on Recent Dev. in Theoretical and Experimental General Relativity, Astrophysics and Relativistic Field Theories - Proc. of the MG 2009 Meeting on General Relativity",, ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2012,"Gravitational lensing in plasma","Tsupko O.Yu., Bisnovatyi-Kogan G.S.",,"12th Marcel Grossmann Meeting on Recent Dev. in Theoretical and Experimental General Relativity, Astrophysics and Relativistic Field Theories - Proc. of the MG 2009 Meeting on General Relativity",, ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2012,"Tribrid inflation in supergravity","Antusch S., Dutta K., Kostka P.M.",,"12th Marcel Grossmann Meeting on Recent Dev. in Theoretical and Experimental General Relativity, Astrophysics and Relativistic Field Theories - Proc. of the MG 2009 Meeting on General Relativity",, ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2012,"Toward an invariant definition of repulsive gravity","Luongo O., Quevedo H.",,"12th Marcel Grossmann Meeting on Recent Dev. in Theoretical and Experimental General Relativity, Astrophysics and Relativistic Field Theories - Proc. of the MG 2009 Meeting on General Relativity",, ,0,0,0,0,0,0,1,0,1,0,2,0,2,1,1,0,1,9,0,9
2012,"Accelerating cosmology driven by gravitational production of dark matter particles: Constraints from sne ia and h(z) data","Santos R.C., Silva F.E., Lima J.A.S.",,"12th Marcel Grossmann Meeting on Recent Dev. in Theoretical and Experimental General Relativity, Astrophysics and Relativistic Field Theories - Proc. of the MG 2009 Meeting on General Relativity",, ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2012,"A brief overview of quantum field theory with deformed symmetries and their relation with quantum gravity","Marciano A.",,"12th Marcel Grossmann Meeting on Recent Dev. in Theoretical and Experimental General Relativity, Astrophysics and Relativistic Field Theories - Proc. of the MG 2009 Meeting on General Relativity",, ,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,2,0,2
2012,"Testing large-angle deviation from gaussianity in CMB maps","Bernui A., Reboucas M.J., Teixeira A.F.F.",,"12th Marcel Grossmann Meeting on Recent Dev. in Theoretical and Experimental General Relativity, Astrophysics and Relativistic Field Theories - Proc. of the MG 2009 Meeting on General Relativity",, ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2012,"Black holes in higher dimensions (black strings and black rings)","Kunz J.",,"12th Marcel Grossmann Meeting on Recent Dev. in Theoretical and Experimental General Relativity, Astrophysics and Relativistic Field Theories - Proc. of the MG 2009 Meeting on General Relativity",, ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2012,"Einstein-rosen waves and the self-similarity hypothesis in cylindrical symmetry","Harada T., Nakao K.-I., Nolan B.C.",,"12th Marcel Grossmann Meeting on Recent Dev. in Theoretical and Experimental General Relativity, Astrophysics and Relativistic Field Theories - Proc. of the MG 2009 Meeting on General Relativity",, ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2012,"Stability in generalized modified gravity","Cognola G., Sebastiani L., Zerbini S.",,"12th Marcel Grossmann Meeting on Recent Dev. in Theoretical and Experimental General Relativity, Astrophysics and Relativistic Field Theories - Proc. of the MG 2009 Meeting on General Relativity",, ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2012,"Ambiguities in second-order cosmological perturbations for non-canonical scalar fields","Appignani C., Casadio R., Shankaranarayanan S.",,"12th Marcel Grossmann Meeting on Recent Dev. in Theoretical and Experimental General Relativity, Astrophysics and Relativistic Field Theories - Proc. of the MG 2009 Meeting on General Relativity",, ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2012,"Entanglement and corrections to Bekenstein-hawking entropy","Das S., Shankaranarayanan S., Sur S.",,"12th Marcel Grossmann Meeting on Recent Dev. in Theoretical and Experimental General Relativity, Astrophysics and Relativistic Field Theories - Proc. of the MG 2009 Meeting on General Relativity",, ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,3,0,3
2012,"Existence of horizons in robinson{trautman Spacetimes of arbitrary dimension","Svitek O.",,"12th Marcel Grossmann Meeting on Recent Dev. in Theoretical and Experimental General Relativity, Astrophysics and Relativistic Field Theories - Proc. of the MG 2009 Meeting on General Relativity",, ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2012,"On the black hole species (by means of natural selection)","Rodriguez M.J.",,"12th Marcel Grossmann Meeting on Recent Dev. in Theoretical and Experimental General Relativity, Astrophysics and Relativistic Field Theories - Proc. of the MG 2009 Meeting on General Relativity",, ,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1
2012,"Hawking radiation from black holes of constant negative curvature via gravitational anomalies","Skamagoulis P.",,"12th Marcel Grossmann Meeting on Recent Dev. in Theoretical and Experimental General Relativity, Astrophysics and Relativistic Field Theories - Proc. of the MG 2009 Meeting on General Relativity",, ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2012,"Circular inspiral templates","Tessmer M.",,"12th Marcel Grossmann Meeting on Recent Dev. in Theoretical and Experimental General Relativity, Astrophysics and Relativistic Field Theories - Proc. of the MG 2009 Meeting on General Relativity",, ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2012,"Observable circles-in-the-sky in flat universes","Mota B., Reboucas M.J., Tavakol R.",,"12th Marcel Grossmann Meeting on Recent Dev. in Theoretical and Experimental General Relativity, Astrophysics and Relativistic Field Theories - Proc. of the MG 2009 Meeting on General Relativity",, ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2012,"Singularities in spacetimes with diverging higher-order curvature invariants","Konkowski D.A., Helliwell T.M.",,"12th Marcel Grossmann Meeting on Recent Dev. in Theoretical and Experimental General Relativity, Astrophysics and Relativistic Field Theories - Proc. of the MG 2009 Meeting on General Relativity",, ,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1
2012,"Inflation, quantum field renormalization, and cmb anisotropies","Agullo I., Navarro-Salas J., Olmo G.J., Parker L.",,"12th Marcel Grossmann Meeting on Recent Dev. in Theoretical and Experimental General Relativity, Astrophysics and Relativistic Field Theories - Proc. of the MG 2009 Meeting on General Relativity",, ,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1
2012,"Renormalization of newton's constant and particle physics","Calmet X.",,"12th Marcel Grossmann Meeting on Recent Dev. in Theoretical and Experimental General Relativity, Astrophysics and Relativistic Field Theories - Proc. of the MG 2009 Meeting on General Relativity",, ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2012,"Progress on a new experimental test of the gravitational inverse-square law","Bonicalzi R.M., Boynton P.E., Moore M.W., Newman R.D., Berg E.C.",,"12th Marcel Grossmann Meeting on Recent Dev. in Theoretical and Experimental General Relativity, Astrophysics and Relativistic Field Theories - Proc. of the MG 2009 Meeting on General Relativity",, ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2012,"Effects of the singular self-field on the motion of an extended body","Harte A.",,"12th Marcel Grossmann Meeting on Recent Dev. in Theoretical and Experimental General Relativity, Astrophysics and Relativistic Field Theories - Proc. of the MG 2009 Meeting on General Relativity",, ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2012,"Monodromy and kawai-lewellen-tye relations for gravity amplitudes","Bjerrum-Bohr N.E.J., Vanhove P.",,"12th Marcel Grossmann Meeting on Recent Dev. in Theoretical and Experimental General Relativity, Astrophysics and Relativistic Field Theories - Proc. of the MG 2009 Meeting on General Relativity",, ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2012,"Relativistic STARS IN F (R) GRAVITY","Babichev E., Langlois D.",,"12th Marcel Grossmann Meeting on Recent Dev. in Theoretical and Experimental General Relativity, Astrophysics and Relativistic Field Theories - Proc. of the MG 2009 Meeting on General Relativity",, ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2012,"Collapse and evaporation of a canonical self-gravitating gas","Sire C., Chavanis P.-H.",,"12th Marcel Grossmann Meeting on Recent Dev. in Theoretical and Experimental General Relativity, Astrophysics and Relativistic Field Theories - Proc. of the MG 2009 Meeting on General Relativity",, ,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1
2012,"Active galactic nuclei and gamma rays","Giebels B., Aharonian F., Sol H.",,"12th Marcel Grossmann Meeting on Recent Dev. in Theoretical and Experimental General Relativity, Astrophysics and Relativistic Field Theories - Proc. of the MG 2009 Meeting on General Relativity",, ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2012,"Classical limits of boost-rotation symmetric spacetimes","Kofron D., Bicak J.",,"12th Marcel Grossmann Meeting on Recent Dev. in Theoretical and Experimental General Relativity, Astrophysics and Relativistic Field Theories - Proc. of the MG 2009 Meeting on General Relativity",, ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2012,"The effect of the tides on the LIGO interferometers","Melissinos A.",,"12th Marcel Grossmann Meeting on Recent Dev. in Theoretical and Experimental General Relativity, Astrophysics and Relativistic Field Theories - Proc. of the MG 2009 Meeting on General Relativity",, ,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,3,0,3
2012,"Regular and chaotic regimes in scalar field cosmology","Toporensky A.",,"12th Marcel Grossmann Meeting on Recent Dev. in Theoretical and Experimental General Relativity, Astrophysics and Relativistic Field Theories - Proc. of the MG 2009 Meeting on General Relativity",, ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2012,"Central charges in 2D reduced cosmological massive gravity","Son E.J., Kim W.",,"12th Marcel Grossmann Meeting on Recent Dev. in Theoretical and Experimental General Relativity, Astrophysics and Relativistic Field Theories - Proc. of the MG 2009 Meeting on General Relativity",, ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2012,"Observational signatures of holographic models of inflation","McFadden P., Skenderis K.",,"12th Marcel Grossmann Meeting on Recent Dev. in Theoretical and Experimental General Relativity, Astrophysics and Relativistic Field Theories - Proc. of the MG 2009 Meeting on General Relativity",, ,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1
2012,"Precision timing of PSR J1012+5307 and strong-field GR tests","Lazaridis K., Wex N., Jessner A., Kramer M., Zensus J.A., Stappers B.W., Janssen G.H., Purver M.B., Lyne A.G., Jordan C.A., Astron S., Desvignes G., Cognard I., Theureau G.",,"12th Marcel Grossmann Meeting on Recent Dev. in Theoretical and Experimental General Relativity, Astrophysics and Relativistic Field Theories - Proc. of the MG 2009 Meeting on General Relativity",, ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2012,"2-D MHD configurations for accretion disks around magnetized stars","Benini R., Montani G.",,"12th Marcel Grossmann Meeting on Recent Dev. in Theoretical and Experimental General Relativity, Astrophysics and Relativistic Field Theories - Proc. of the MG 2009 Meeting on General Relativity",, ,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,2,0,2
2012,"Space-time from the spectral point of view","Chamseddine A.H., Connes A.",,"12th Marcel Grossmann Meeting on Recent Dev. in Theoretical and Experimental General Relativity, Astrophysics and Relativistic Field Theories - Proc. of the MG 2009 Meeting on General Relativity",, ,0,0,0,0,0,0,0,0,0,1,0,0,1,1,1,0,0,4,0,4
2012,"Asymptotic properties of the c-metric","Sladek P.",,"12th Marcel Grossmann Meeting on Recent Dev. in Theoretical and Experimental General Relativity, Astrophysics and Relativistic Field Theories - Proc. of the MG 2009 Meeting on General Relativity",, ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2012,"Effective potential approach to the motion of massive test particles in kaluza{klein gravity","Lacquaniti V., Montani G., Pugliese D.",,"12th Marcel Grossmann Meeting on Recent Dev. in Theoretical and Experimental General Relativity, Astrophysics and Relativistic Field Theories - Proc. of the MG 2009 Meeting on General Relativity",, ,0,0,0,0,0,2,0,1,0,0,0,0,0,0,0,0,0,3,0,3
2012,"Dark spinor driven inflation","Shankaranarayanan S.",,"12th Marcel Grossmann Meeting on Recent Dev. in Theoretical and Experimental General Relativity, Astrophysics and Relativistic Field Theories - Proc. of the MG 2009 Meeting on General Relativity",, ,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,3,0,3
2012,"Stability of the einstein static universe in modified theories of gravity","Bohmer C.G., Hollenstein L., Lobo F.S.N., Seahra S.S.",,"12th Marcel Grossmann Meeting on Recent Dev. in Theoretical and Experimental General Relativity, Astrophysics and Relativistic Field Theories - Proc. of the MG 2009 Meeting on General Relativity",, ,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,2,0,2
2012,"Modelling the neutrino in terms of cosserat elasticity","Chervova O., Vassiliev D.",,"12th Marcel Grossmann Meeting on Recent Dev. in Theoretical and Experimental General Relativity, Astrophysics and Relativistic Field Theories - Proc. of the MG 2009 Meeting on General Relativity",, ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2012,"Dark energy stars and ADS/CFT","Chapline G.",,"12th Marcel Grossmann Meeting on Recent Dev. in Theoretical and Experimental General Relativity, Astrophysics and Relativistic Field Theories - Proc. of the MG 2009 Meeting on General Relativity",, ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2012,"Constraints on dark energy equation of state parameters from cosmic topology","Reboucas M.J., Teixeira A.F.F.",,"12th Marcel Grossmann Meeting on Recent Dev. in Theoretical and Experimental General Relativity, Astrophysics and Relativistic Field Theories - Proc. of the MG 2009 Meeting on General Relativity",, ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2012,"Spinor calculus on 5-dimensional spacetimes","Gomez-Lobo A.G.-P., Martin-Garcia J.M.",,"12th Marcel Grossmann Meeting on Recent Dev. in Theoretical and Experimental General Relativity, Astrophysics and Relativistic Field Theories - Proc. of the MG 2009 Meeting on General Relativity",, ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2012,"Generic gravity tests with the double pulsar","Wex N., Kramer M.",,"12th Marcel Grossmann Meeting on Recent Dev. in Theoretical and Experimental General Relativity, Astrophysics and Relativistic Field Theories - Proc. of the MG 2009 Meeting on General Relativity",, ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2012,"Detecting coalescences of intermediate-mass black holes in globular clusters with the einstein telescope","Mandel I., Gair J.R., Miller M.C.",,"12th Marcel Grossmann Meeting on Recent Dev. in Theoretical and Experimental General Relativity, Astrophysics and Relativistic Field Theories - Proc. of the MG 2009 Meeting on General Relativity",, ,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1
2012,"Quantum cosmology for the xxist century: A Debate","Bojowald M., Kiefer C., Moniz P.V.",,"12th Marcel Grossmann Meeting on Recent Dev. in Theoretical and Experimental General Relativity, Astrophysics and Relativistic Field Theories - Proc. of the MG 2009 Meeting on General Relativity",, ,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,1,4,0,4
2012,"Dynamics of rotating, magnetized neutron stars","Liebling S.L.",,"12th Marcel Grossmann Meeting on Recent Dev. in Theoretical and Experimental General Relativity, Astrophysics and Relativistic Field Theories - Proc. of the MG 2009 Meeting on General Relativity",, ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2012,"Model of interacting dark energy in (4+1)-dimensional brane cosmology","Jamil M.",,"12th Marcel Grossmann Meeting on Recent Dev. in Theoretical and Experimental General Relativity, Astrophysics and Relativistic Field Theories - Proc. of the MG 2009 Meeting on General Relativity",, ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2012,"Lorentz boost and non-gaussianity in multi-field dbi-inflation","Mizuno S., Arroja F., Koyama K., Tanaka T.",,"12th Marcel Grossmann Meeting on Recent Dev. in Theoretical and Experimental General Relativity, Astrophysics and Relativistic Field Theories - Proc. of the MG 2009 Meeting on General Relativity",, ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2012,"High frequency gravitational waves generation in laser plasma interaction","Ribeyre X., Tikhonchuk V.",,"12th Marcel Grossmann Meeting on Recent Dev. in Theoretical and Experimental General Relativity, Astrophysics and Relativistic Field Theories - Proc. of the MG 2009 Meeting on General Relativity",, ,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,2,1,3
